time,voltage
0.0,-0.219465
0.0005,-0.11110056
0.001,-0.06523299
0.0015,0.00837568
0.002,-0.13157929
0.0025,-0.16293887
0.003,-0.2294423
0.0035,-0.23918756
0.004,-0.23475242
0.0045,-0.23043439
0.005,-0.22855334
0.0055,-0.23695173
0.006,-0.14866003
0.0065,-0.06971911
0.007,-0.04655366
0.0075,0.07439713
0.008,0.31182192
0.0085,0.48436186
0.009,0.44489948
0.0095,0.35768517
0.01,0.36153093
0.0105,0.24102431
0.011,0.15825722
0.0115,0.17496405
0.012,0.18253428
0.0125,0.15512534
0.013,0.15913526
0.0135,0.17636193
0.014,0.13869988
0.0145,0.07916242
0.015,0.18066985
0.0155,0.26480553
0.016,0.3244546
0.0165,0.35464906
0.017,0.27244721
0.0175,0.15465139
0.018,-0.03913076
0.0185,-0.18898915
0.019,-0.2908155
0.0195,-0.33906252
0.02,-0.3452257
0.0205,-0.26760363
0.021,-0.33826631
0.0215,-0.29488092
0.022,-0.34573931
0.0225,-0.24092276
0.023,-0.23981838
0.0235,-0.13993539
0.024,-0.08176597
0.0245,0.00011765
0.025,-0.04903524
0.0255,-0.17323811
0.026,-0.24062183
0.0265,-0.35850462
0.027,-0.38246198
0.0275,-0.2633591
0.028,-0.22472958
0.0285,-0.03207382
0.029,-0.07658066
0.0295,0.00156736
0.03,0.12595367
0.0305,0.1538275
0.031,0.24514499
0.0315,0.33765526
0.032,0.45012092
0.0325,0.46806191
0.033,0.38286808
0.0335,0.39347923
0.034,0.15608785
0.0345,0.0484282
0.035,-0.03019934
0.0355,0.13241467
0.036,0.13176889
0.0365,0.19451421
0.037,0.2294971
0.0375,0.23388602
0.038,0.2648843
0.0385,0.25901977
0.039,0.25134097
0.0395,0.24990327
0.04,0.23157541
0.0405,0.13544829
0.041,0.03294324
0.0415,-0.18921311
0.042,-0.31959748
0.0425,-0.40212385
0.043,-0.42525044
0.0435,-0.4044164
0.044,-0.36650145
0.0445,-0.30050333
0.045,-0.20807498
0.0455,-0.16512042
0.046,-0.13652045
0.0465,-0.22390082
0.047,-0.13868052
0.0475,-0.08964461
0.048,-0.16017105
0.0485,-0.15116681
0.049,-0.1881997
0.0495,-0.22455579
0.05,-0.36388321
0.0505,-0.38257157
0.051,-0.26669398
0.0515,-0.19448935
0.052,-0.00723246
0.0525,0.15555781
0.053,0.21759871
0.0535,0.27603041
0.054,0.29251865
0.0545,0.3706081
0.055,0.30581787
0.0555,0.33038061
0.056,0.35918343
0.0565,0.31229737
0.057,0.20732412
0.0575,0.14306517
0.058,0.05830312
0.0585,0.05845323
0.059,0.09156494
0.0595,0.24048378
0.06,0.28191811
0.0605,0.38254638
0.061,0.35029291
0.0615,0.37143607
0.062,0.24037033
0.0625,0.13043368
0.063,0.05119077
0.0635,0.03034984
0.064,-0.02506954
0.0645,-0.1317742
0.065,-0.33506793
0.0655,-0.35622862
0.066,-0.42042755
0.0665,-0.47475125
0.067,-0.41706343
0.0675,-0.36562154
0.068,-0.17590227
0.0685,-0.12119371
0.069,-0.05795549
0.0695,-0.08717002
0.07,-0.22191825
0.0705,-0.207025
0.071,-0.26079485
0.0715,-0.3180623
0.072,-0.29250515
0.0725,-0.3206091
0.073,-0.33567893
0.0735,-0.26458907
0.074,-0.24811507
0.0745,-0.15690853
0.075,0.00195372
0.0755,0.11948958
0.076,0.22565833
0.0765,0.39968874
0.077,0.45827492
0.0775,0.43360221
0.078,0.3493896
0.0785,0.24900598
0.079,0.1678203
0.0795,0.1836087
0.08,0.15344667
0.0805,0.20518996
0.081,0.14255823
0.0815,0.18733617
0.082,0.16247198
0.0825,0.1679331
0.083,0.22707161
0.0835,0.34846831
0.084,0.38721065
0.0845,0.37691293
0.085,0.27921451
0.0855,0.216861
0.086,0.06256776
0.0865,-0.10097874
0.087,-0.14982593
0.0875,-0.26871156
0.088,-0.30002323
0.0885,-0.28924539
0.089,-0.36143474
0.0895,-0.32394092
0.09,-0.34545431
0.0905,-0.32518133
0.091,-0.22457646
0.0915,-0.08939712
0.092,-0.02842172
0.0925,-0.02461789
0.093,-0.10834279
0.0935,-0.20081041
0.094,-0.35962927
0.0945,-0.40955649
0.095,-0.38655649
0.0955,-0.32495536
0.096,-0.23613533
0.0965,-0.19404552
0.097,-0.14694678
0.0975,-0.08786328
0.098,0.0262624
0.0985,0.13247621
0.099,0.18769006
0.0995,0.32025205
0.1,0.39742697
0.1005,0.42785562
0.101,0.35333283
0.1015,0.27223935
0.102,0.08659373
0.1025,0.09870408
0.103,0.07513678
0.1035,0.1690772
0.104,0.10909767
0.1045,0.25950486
0.105,0.34634907
0.1055,0.25450505
0.106,0.25201434
0.1065,0.27500255
0.107,0.28761175
0.1075,0.28595521
0.108,0.3700952
0.1085,0.20480593
0.109,0.0488819
0.1095,-0.07648671
0.11,-0.28002186
0.1105,-0.35614163
0.111,-0.31794231
0.1115,-0.35601495
0.112,-0.26050805
0.1125,-0.2493556
0.113,-0.26415494
0.1135,-0.16604909
0.114,-0.15260356
0.1145,-0.18793633
0.115,-0.12090563
0.1155,-0.15705933
0.116,-0.14343801
0.1165,-0.19831126
0.117,-0.21892416
0.1175,-0.39417702
0.118,-0.45874244
0.1185,-0.41470556
0.119,-0.36427941
0.1195,-0.23909782
0.12,0.01907824
0.1205,0.02382713
0.121,0.15638132
0.1215,0.18117884
0.122,0.18017191
0.1225,0.28408374
0.123,0.26809726
0.1235,0.31251954
0.124,0.34574238
0.1245,0.36631354
0.125,0.21021626
0.1255,0.04500519
0.126,0.08796451
0.1265,0.05327029
0.127,0.167923
0.1275,0.26492392
0.128,0.33587089
0.1285,0.41178258
0.129,0.40404589
0.1295,0.33480702
0.13,0.25722113
0.1305,0.22804574
0.131,0.18856484
0.1315,0.20091878
0.132,0.03079744
0.1325,-0.06043412
0.133,-0.17337848
0.1335,-0.35306701
0.134,-0.401136
0.1345,-0.37057008
0.135,-0.28344008
0.1355,-0.24512783
0.136,-0.10689745
0.1365,-0.09715555
0.137,-0.09705373
0.1375,-0.16699624
0.138,-0.20917995
0.1385,-0.23855233
0.139,-0.24899078
0.1395,-0.28923105
0.14,-0.31137412
0.1405,-0.36112609
0.141,-0.41201514
0.1415,-0.35409364
0.142,-0.33230039
0.1425,-0.26040232
0.143,-0.09052528
0.1435,0.04849393
0.144,0.23373962
0.1445,0.34511382
0.145,0.30162297
0.1455,0.26678024
0.146,0.30853373
0.1465,0.24384105
0.147,0.29359285
0.1475,0.24867784
0.148,0.19861832
0.1485,0.16649299
0.149,0.12689673
0.1495,0.02676162
0.15,0.08063985
0.1505,0.20940546
0.151,0.27666742
0.1515,0.42891015
0.152,0.43678342
0.1525,0.45314149
0.153,0.32463771
0.1535,0.13465609
0.154,0.04935216
0.1545,-0.01563705
0.155,-0.00664634
0.1555,-0.17374019
0.156,-0.1750937
0.1565,-0.28311572
0.157,-0.39431147
0.1575,-0.39352483
0.158,-0.36330863
0.1585,-0.26663324
0.159,-0.19687544
0.1595,-0.0128103
0.16,-0.07329031
0.1605,-0.07942235
0.161,-0.18341713
0.1615,-0.20205902
0.162,-0.37870913
0.1625,-0.35793696
0.163,-0.29849164
0.1635,-0.38999814
0.164,-0.31389494
0.1645,-0.26456765
0.165,-0.2870788
0.1655,-0.1812038
0.166,-0.02706484
0.1665,0.08930775
0.167,0.25475152
0.1675,0.34577009
0.168,0.43607473
0.1685,0.24798209
0.169,0.25727062
0.1695,0.18946991
0.17,0.18436822
0.1705,0.09880202
0.171,0.09692644
0.1715,0.13926778
0.172,0.16323896
0.1725,0.26773777
0.173,0.22237651
0.1735,0.26554829
0.174,0.23802379
0.1745,0.33522719
0.175,0.45302129
0.1755,0.43687856
0.176,0.30350712
0.1765,0.23926052
0.177,0.0844456
0.1775,-0.04579674
0.178,-0.19908167
0.1785,-0.27103343
0.179,-0.22691842
0.1795,-0.21499976
0.18,-0.28535987
0.1805,-0.22064099
0.181,-0.21043691
0.1815,-0.24115896
0.182,-0.17472431
0.1825,-0.10360536
0.183,-0.11552246
0.1835,-0.10700149
0.184,-0.18045451
0.1845,-0.23991218
0.185,-0.34339137
0.1855,-0.41431129
0.186,-0.49275367
0.1865,-0.49226763
0.187,-0.3960908
0.1875,-0.2418846
0.188,-0.05556421
0.1885,0.0048581
0.189,0.02572126
0.1895,0.0667234
0.19,0.18975449
0.1905,0.31093427
0.191,0.30492654
0.1915,0.40859493
0.192,0.31885081
0.1925,0.21368046
0.193,0.11393385
0.1935,0.03360277
0.194,0.00688436
0.1945,0.06170953
0.195,0.12277603
0.1955,0.28648632
0.196,0.36593405
0.1965,0.40869905
0.197,0.31339403
0.1975,0.30755501
0.198,0.29842727
0.1985,0.34791563
0.199,0.28627256
0.1995,0.27009023
0.2,0.16729661
0.2005,0.03519433
0.201,-0.18537673
0.2015,-0.27905689
0.202,-0.35488139
0.2025,-0.30838796
0.203,-0.26983881
0.2035,-0.12989571
0.204,-0.05684222
0.2045,-0.04030879
0.205,-0.0957869
0.2055,-0.13705841
0.206,-0.18091186
0.2065,-0.22175542
0.207,-0.18972911
0.2075,-0.26408288
0.208,-0.25727381
0.2085,-0.33214979
0.209,-0.5130575
0.2095,-0.46398478
0.21,-0.3664265
0.2105,-0.31694075
0.211,-0.15150025
0.2115,0.01164029
0.212,0.10164745
0.2125,0.19601083
0.213,0.22794528
0.2135,0.17741129
0.214,0.20787942
0.2145,0.18407983
0.215,0.23109675
0.2155,0.2243763
0.216,0.18685691
0.2165,0.12553814
0.217,0.11291399
0.2175,0.05127137
0.218,0.18676733
0.2185,0.2232359
0.219,0.31546133
0.2195,0.45003928
0.22,0.48417009
0.2205,0.44995521
0.221,0.33857695
0.2215,0.25944293
0.222,0.1609351
0.2225,0.063973
0.223,0.07725272
0.2235,0.04055336
0.224,-0.11125594
0.2245,-0.23647428
0.225,-0.33295879
0.2255,-0.30436541
0.226,-0.2914206
0.2265,-0.12061177
0.227,-0.0602914
0.2275,-0.03373845
0.228,-0.04269215
0.2285,-0.08651243
0.229,-0.19223802
0.2295,-0.31222854
0.23,-0.28465973
0.2305,-0.37933073
0.231,-0.39963536
0.2315,-0.36617839
0.232,-0.3731648
0.2325,-0.30141887
0.233,-0.39105694
0.2335,-0.31800897
0.234,-0.11001853
0.2345,0.05119037
0.235,0.12585651
0.2355,0.22661013
0.236,0.35835997
0.2365,0.24815653
0.237,0.13272081
0.2375,0.10849784
0.238,0.00380451
0.2385,0.09182222
0.239,0.09740388
0.2395,0.1280624
0.24,0.19913501
0.2405,0.19603748
0.241,0.14386157
0.2415,0.23237222
0.242,0.31228099
0.2425,0.42938734
0.243,0.47181855
0.2435,0.51125794
0.244,0.46641902
0.2445,0.27923681
0.245,0.11199629
0.2455,-0.0817887
0.246,-0.10846965
0.2465,-0.15185219
0.247,-0.14364004
0.2475,-0.20842908
0.248,-0.16501353
0.2485,-0.26981808
0.249,-0.22985848
0.2495,-0.18357986
0.25,-0.08050438
0.2505,-0.04760386
0.251,-0.04539365
0.2515,-0.06805048
0.252,-0.14283482
0.2525,-0.25404068
0.253,-0.42796533
0.2535,-0.45290946
0.254,-0.48272387
0.2545,-0.50582167
0.255,-0.3807237
0.2555,-0.30311825
0.256,-0.23372874
0.2565,-0.09162042
0.257,-0.08151457
0.2575,-0.05720621
0.258,0.13354491
0.2585,0.24908298
0.259,0.30503287
0.2595,0.25307692
0.26,0.25079593
0.2605,0.13498576
0.261,0.05913146
0.2615,-0.05733538
0.262,0.05758622
0.2625,0.14179119
0.263,0.24601998
0.2635,0.26752981
0.264,0.41741498
0.2645,0.37947723
0.265,0.39600552
0.2655,0.3800912
0.266,0.39243463
0.2665,0.47238637
0.267,0.38745139
0.2675,0.2623188
0.268,0.12678297
0.2685,0.04285692
0.269,-0.10090657
0.2695,-0.30548671
0.27,-0.26766713
0.2705,-0.210619
0.271,-0.21730566
0.2715,-0.12897947
0.272,-0.05694541
0.2725,-0.13600433
0.273,-0.15119537
0.2735,-0.10314561
0.274,-0.19490485
0.2745,-0.13910242
0.275,-0.14615133
0.2755,-0.3013744
0.276,-0.4048405
0.2765,-0.47016059
0.277,-0.48272141
0.2775,-0.55030215
0.278,-0.39869047
0.2785,-0.28815872
0.279,-0.11823217
0.2795,0.00393491
0.28,0.09216344
0.2805,0.12885295
0.281,0.09098671
0.2815,0.18066081
0.282,0.14895549
0.2825,0.25752032
0.283,0.23424842
0.2835,0.18153658
0.284,0.08608389
0.2845,0.0533155
0.285,0.04270006
0.2855,0.0137295
0.286,0.12817268
0.2865,0.31393192
0.287,0.40182184
0.2875,0.49559331
0.288,0.43064695
0.2885,0.4892053
0.289,0.31569206
0.2895,0.31867878
0.29,0.24173736
0.2905,0.18326924
0.291,0.11254076
0.2915,0.04212452
0.292,-0.07643297
0.2925,-0.26826683
0.293,-0.24224112
0.2935,-0.28220481
0.294,-0.18176109
0.2945,-0.12324495
0.295,0.00583926
0.2955,-0.01308908
0.296,-0.03515527
0.2965,-0.11141303
0.297,-0.2152963
0.2975,-0.2586592
0.298,-0.2927406
0.2985,-0.33061381
0.299,-0.36888127
0.2995,-0.41001657
0.3,-0.45310007
0.3005,-0.50025121
0.301,-0.41935056
0.3015,-0.36357954
0.302,-0.18904565
0.3025,-0.03149583
0.303,0.10831074
0.3035,0.18186319
0.304,0.14318153
0.3045,0.19275416
0.305,0.01390195
0.3055,0.14310712
0.306,0.09770804
0.3065,0.12850281
0.307,0.08919243
0.3075,0.13414613
0.308,0.09574697
0.3085,0.09360217
0.309,0.18220687
0.3095,0.21453283
0.31,0.3852288
0.3105,0.5104832
0.311,0.56008115
0.3115,0.50993285
0.312,0.46696867
0.3125,0.29229154
0.313,0.15734723
0.3135,-0.00426491
0.314,-0.01645197
0.3145,-0.04222429
0.315,-0.05785432
0.3155,-0.10408605
0.316,-0.22247221
0.3165,-0.31033258
0.317,-0.2390634
0.3175,-0.14805986
0.318,-0.0260992
0.3185,0.00311842
0.319,0.02092578
0.3195,-0.05932592
0.32,-0.15205093
0.3205,-0.32478929
0.321,-0.40362334
0.3215,-0.45958564
0.322,-0.43859829
0.3225,-0.46587004
0.323,-0.44724564
0.3235,-0.32387367
0.324,-0.2746963
0.3245,-0.20129412
0.325,-0.24545985
0.3255,-0.01834224
0.326,0.09068033
0.3265,0.20509821
0.327,0.28982493
0.3275,0.27066978
0.328,0.22869955
0.3285,0.04030377
0.329,0.04243472
0.3295,0.02697542
0.33,0.06758732
0.3305,0.11094156
0.331,0.16611374
0.3315,0.28112645
0.332,0.25496335
0.3325,0.28190628
0.333,0.37685097
0.3335,0.49316746
0.334,0.49363266
0.3345,0.51334659
0.335,0.46125725
0.3355,0.34566758
0.336,0.15144589
0.3365,0.00081098
0.337,-0.09254174
0.3375,-0.17484167
0.338,-0.08995269
0.3385,-0.14398033
0.339,-0.15319322
0.3395,-0.0582985
0.34,-0.12694061
0.3405,-0.11954652
0.341,-0.17007183
0.3415,-0.10705792
0.342,-0.09871011
0.3425,-0.06767285
0.343,-0.17028498
0.3435,-0.28246518
0.344,-0.349352
0.3445,-0.51334002
0.345,-0.56208067
0.3455,-0.54123162
0.346,-0.4453494
0.3465,-0.29683838
0.347,-0.19117111
0.3475,-0.12452392
0.348,-0.01854231
0.3485,0.02933306
0.349,0.06661386
0.3495,0.15455645
0.35,0.18513155
0.3505,0.25148108
0.351,0.16795215
0.3515,0.10012753
0.352,0.02060958
0.3525,-0.00860993
0.353,-0.08532147
0.3535,-0.00125527
0.354,0.17889772
0.3545,0.24474654
0.355,0.41902023
0.3555,0.49709879
0.356,0.46822958
0.3565,0.46091464
0.357,0.37606271
0.3575,0.40538659
0.358,0.38338518
0.3585,0.3648584
0.359,0.21209521
0.3595,0.06683705
0.36,-0.17596874
0.3605,-0.21191286
0.361,-0.17594355
0.3615,-0.18346183
0.362,-0.15277328
0.3625,-0.11557923
0.363,0.03225658
0.3635,0.05506221
0.364,-0.01431825
0.3645,-0.08273856
0.365,-0.13523782
0.3655,-0.22373109
0.366,-0.27597596
0.3665,-0.29269575
0.367,-0.3754782
0.3675,-0.46114098
0.368,-0.53210549
0.3685,-0.47888645
0.369,-0.48009243
0.3695,-0.31906067
0.37,-0.19097441
0.3705,-0.05833239
0.371,0.08504126
0.3715,0.12676142
0.372,0.23313442
0.3725,0.09139152
0.373,0.1073074
0.3735,0.04645846
0.374,0.0913544
0.3745,0.05807834
0.375,0.01856484
0.3755,-0.00364402
0.376,-0.03749973
0.3765,0.0486436
0.377,0.20110536
0.3775,0.27646852
0.378,0.46057082
0.3785,0.51321784
0.379,0.52149408
0.3795,0.49758051
0.38,0.43612781
0.3805,0.28924324
0.381,0.2288393
0.3815,0.12968385
0.382,0.11416184
0.3825,0.02905264
0.383,-0.00468585
0.3835,-0.15287656
0.384,-0.11205518
0.3845,-0.15473391
0.385,-0.12160475
0.3855,-0.04814143
0.386,0.0785095
0.3865,0.06401163
0.387,0.07487748
0.3875,-0.09133938
0.388,-0.19102154
0.3885,-0.30022937
0.389,-0.35779495
0.3895,-0.45266926
0.39,-0.36858775
0.3905,-0.37912502
0.391,-0.36316243
0.3915,-0.44741068
0.392,-0.37777156
0.3925,-0.30047799
0.393,-0.2386768
0.3935,-0.08626004
0.394,0.0628697
0.3945,0.20126585
0.395,0.11837986
0.3955,0.13740485
0.396,0.0549316
0.3965,0.0454053
0.397,-0.04574061
0.3975,-0.01913192
0.398,0.08515508
0.3985,0.10171861
0.399,0.14544177
0.3995,0.19540131
0.4,0.19201906
0.4005,0.34346765
0.401,0.35606131
0.4015,0.50801239
0.402,0.56436339
0.4025,0.61341208
0.403,0.43777855
0.4035,0.34041889
0.404,0.21797887
0.4045,0.10864665
0.405,-0.01519865
0.4055,-0.07630633
0.406,-0.06015987
0.4065,-0.09876701
0.407,-0.10161118
0.4075,-0.07345615
0.408,-0.05885531
0.4085,-0.09705049
0.409,-0.01909542
0.4095,0.05465117
0.41,-0.02700184
0.4105,-0.07459291
0.411,-0.22565035
0.4115,-0.2378346
0.412,-0.47471385
0.4125,-0.49305901
0.413,-0.57126565
0.4135,-0.45675147
0.414,-0.42559758
0.4145,-0.35317474
0.415,-0.2170945
0.4155,-0.19946413
0.416,-0.17383574
0.4165,-0.09507732
0.417,0.0544091
0.4175,0.10139663
0.418,0.17872321
0.4185,0.25030628
0.419,0.10886416
0.4195,0.02968892
0.42,-0.08961987
0.4205,-0.09396497
0.421,-0.07955841
0.4215,0.03023268
0.422,0.13204566
0.4225,0.32433772
0.423,0.37692683
0.4235,0.38751507
0.424,0.46274435
0.4245,0.44103737
0.425,0.4681785
0.4255,0.47548954
0.426,0.45557213
0.4265,0.43723889
0.427,0.1782324
0.4275,0.05747835
0.428,-0.02320895
0.4285,-0.13768717
0.429,-0.16329315
0.4295,-0.08397126
0.43,-0.01393529
0.4305,0.05664772
0.431,0.0031824
0.4315,-0.03584695
0.432,-0.05623506
0.4325,-0.17186199
0.433,-0.0637266
0.4335,-0.14371052
0.434,-0.18155077
0.4345,-0.31816631
0.435,-0.35740174
0.4355,-0.49046529
0.436,-0.5772931
0.4365,-0.58587324
0.437,-0.50651741
0.4375,-0.36141163
0.438,-0.21094527
0.4385,-0.12134223
0.439,-0.03626538
0.4395,-0.00172575
0.44,0.02647415
0.4405,0.13229108
0.441,-0.01086839
0.4415,0.03658357
0.442,0.07853543
0.4425,0.08839847
0.443,-0.03180886
0.4435,-0.02317841
0.444,-0.02729502
0.4445,-0.01183595
0.445,0.19447788
0.4455,0.31596189
0.446,0.46226986
0.4465,0.53580104
0.447,0.54687322
0.4475,0.56735385
0.448,0.42825461
0.4485,0.37618394
0.449,0.35389807
0.4495,0.34378074
0.45,0.17041609
0.4505,0.1198944
0.451,0.00616803
0.4515,-0.10679158
0.452,-0.17648478
0.4525,-0.11475672
0.453,-0.04884109
0.4535,-0.01969924
0.454,0.11470686
0.4545,0.15492932
0.455,0.06694425
0.4555,-0.01317978
0.456,-0.18310112
0.4565,-0.25700626
0.457,-0.31338114
0.4575,-0.38963342
0.458,-0.40773724
0.4585,-0.46511102
0.459,-0.49273665
0.4595,-0.48395195
0.46,-0.48791092
0.4605,-0.34630067
0.461,-0.22556072
0.4615,-0.07778305
0.462,0.07356295
0.4625,0.06576317
0.463,0.10626149
0.4635,0.02127039
0.464,-0.02749126
0.4645,-0.05221562
0.465,-0.05345842
0.4655,-0.02658114
0.466,0.01905165
0.4665,0.0536951
0.467,0.02273517
0.4675,0.03436631
0.468,0.1152929
0.4685,0.24925179
0.469,0.33576628
0.4695,0.57239565
0.47,0.60602951
0.4705,0.5739601
0.471,0.47022983
0.4715,0.39599658
0.472,0.20643993
0.4725,0.18141307
0.473,0.07079741
0.4735,0.01357104
0.474,0.03967169
0.4745,0.0416077
0.475,-0.06447426
0.4755,-0.00742974
0.476,-0.11050116
0.4765,0.04642686
0.477,0.06885129
0.4775,0.06636101
0.478,0.09505324
0.4785,-0.02683997
0.479,-0.08630699
0.4795,-0.31982887
0.48,-0.40719649
0.4805,-0.50303635
0.481,-0.49814096
0.4815,-0.51800051
0.482,-0.41544894
0.4825,-0.36818465
0.483,-0.32506976
0.4835,-0.27954309
0.484,-0.17461629
0.4845,-0.06281986
0.485,-0.00794937
0.4855,0.11513454
0.486,0.14230703
0.4865,0.11696577
0.487,-0.01101582
0.4875,-0.08083601
0.488,-0.14290912
0.4885,-0.17660945
0.489,-0.05056404
0.4895,0.04909593
0.49,0.14163403
0.4905,0.18071688
0.491,0.28363639
0.4915,0.32048707
0.492,0.37539263
0.4925,0.50031008
0.493,0.48891986
0.4935,0.50636991
0.494,0.45608287
0.4945,0.37228952
0.495,0.17385434
0.4955,0.12771178
0.496,-0.01163923
0.4965,-0.1166843
0.497,-0.01939948
0.4975,-0.02480315
0.498,-0.01577032
0.4985,0.10639005
0.499,0.04928067
0.4995,0.08623998
0.5,0.01365817
0.5005,0.05873144
0.501,-0.00385688
0.5015,-0.01988745
0.502,-0.11819423
0.5025,-0.24692452
0.503,-0.34305427
0.5035,-0.49018274
0.504,-0.60682854
0.5045,-0.58068422
0.505,-0.52595177
0.5055,-0.33322383
0.506,-0.20420116
0.5065,-0.15206595
0.507,-0.13100019
0.5075,-0.07937414
0.508,-0.0072389
0.5085,0.01693343
0.509,0.06368696
0.5095,0.06300368
0.51,-0.00996063
0.5105,-0.03387214
0.511,-0.1380728
0.5115,-0.10847388
0.512,-0.14315559
0.5125,-0.02010178
0.513,0.15419839
0.5135,0.26891252
0.514,0.42377029
0.5145,0.48344555
0.515,0.44693623
0.5155,0.47702751
0.516,0.46220581
0.5165,0.40504426
0.517,0.38364877
0.5175,0.37990047
0.518,0.26408975
0.5185,0.1192397
0.519,0.03517757
0.5195,-0.02323675
0.52,-0.14339111
0.5205,0.00031006
0.521,0.13073889
