time,voltage
0.0,0.32050952
0.0005,0.38886835
0.001,0.37436856
0.0015,0.46594494
0.002,0.49932573
0.0025,0.47309678
0.003,0.41978671
0.0035,0.27883987
0.004,0.16971733
0.0045,0.04710381
0.005,-0.00502505
0.0055,0.09729603
0.006,0.12482531
0.0065,0.21911331
0.007,0.28207123
0.0075,0.30266329
0.008,0.22584989
0.0085,0.15688845
0.009,0.1328146
0.0095,0.08848457
0.01,0.03324145
0.0105,-0.10588356
0.011,-0.21729254
0.0115,-0.40256907
0.012,-0.552938
0.0125,-0.62079221
0.013,-0.62343229
0.0135,-0.42466404
0.014,-0.34777399
0.0145,-0.26186341
0.015,-0.17310659
0.0155,-0.08284773
0.016,-0.14634373
0.0165,-0.22664908
0.017,-0.18498269
0.0175,-0.07839789
0.018,-0.14686261
0.0185,-0.09098165
0.019,-0.20808972
0.0195,-0.2668832
0.02,-0.25474181
0.0205,-0.2743878
0.021,-0.12973424
0.0215,0.12714289
0.022,0.21406744
0.0225,0.39669334
0.023,0.4682572
0.0235,0.48430121
0.024,0.47071575
0.0245,0.39251875
0.025,0.39961735
0.0255,0.34477586
0.026,0.34378448
0.0265,0.24764218
0.027,0.1633143
0.0275,0.02368648
0.028,-0.00952728
0.0285,-0.02945749
0.029,0.10110659
0.0295,0.2369426
0.03,0.25502347
0.0305,0.26828735
0.031,0.2548978
0.0315,0.17884305
0.032,0.0328803
0.0325,-0.05617324
0.033,-0.16757877
0.0335,-0.18432797
0.034,-0.30858634
0.0345,-0.35572116
0.035,-0.54399699
0.0355,-0.63559729
0.036,-0.55713208
0.0365,-0.47319955
0.037,-0.3384553
0.0375,-0.22938151
0.038,-0.1001904
0.0385,-0.03750664
0.039,-0.11967704
0.0395,-0.11941893
0.04,-0.17976057
0.0405,-0.2150494
0.041,-0.23736681
0.0415,-0.21866254
0.042,-0.2187551
0.0425,-0.20662033
0.043,-0.25898478
0.0435,-0.20045707
0.044,-0.06465275
0.0445,0.12716842
0.045,0.32420645
0.0455,0.40181782
0.046,0.56615304
0.0465,0.54290118
0.047,0.46207346
0.0475,0.40395251
0.048,0.32642004
0.0485,0.20726161
0.049,0.26071479
0.0495,0.27032844
0.05,0.14448655
0.0505,0.06642449
0.051,0.14488421
0.0515,0.0333907
0.052,0.11614144
0.0525,0.19974118
0.053,0.36663956
0.0535,0.38989176
0.054,0.2670284
0.0545,0.13419214
0.055,0.03729832
0.0555,-0.10395951
0.056,-0.22476458
0.0565,-0.25734811
0.057,-0.33148239
0.0575,-0.39863106
