time,voltage
0.0,0.00707196
0.0005,-0.18391185
0.001,-0.32267675
0.0015,-0.27040555
0.002,-0.25876081
0.0025,-0.15118969
0.003,-0.01157834
0.0035,-0.06359137
0.004,-0.03755378
0.0045,-0.09289759
0.005,-0.17138614
0.0055,-0.22908035
0.006,-0.22103187
0.0065,-0.33350562
0.007,-0.34192063
0.0075,-0.42453782
0.008,-0.48018575
0.0085,-0.48694604
0.009,-0.54182173
0.0095,-0.38291802
0.01,-0.19164183
0.0105,-0.02905781
0.011,0.09071298
0.0115,0.20822842
0.012,0.17463053
0.0125,0.17302319
0.013,0.11773887
0.0135,0.14360661
0.014,0.17230544
0.0145,0.20888366
0.015,0.17882089
0.0155,0.08209013
0.016,0.06176652
0.0165,0.03636213
0.017,0.1772452
0.0175,0.26204632
0.018,0.41740084
0.0185,0.52511795
0.019,0.59075633
0.0195,0.55708399
0.02,0.35781612
0.0205,0.31503711
0.021,0.21443325
0.0215,0.15019619
0.022,0.0558789
0.0225,0.0251095
0.023,-0.06125975
0.0235,-0.14862243
0.024,-0.24329277
0.0245,-0.24779051
0.025,-0.23827667
0.0255,-0.13718333
0.026,0.02175488
0.0265,-0.00128419
0.027,-0.01796744
0.0275,-0.09909864
0.028,-0.23746102
0.0285,-0.41620735
0.029,-0.44291807
0.0295,-0.43288957
0.03,-0.44287756
0.0305,-0.48320519
0.031,-0.51670004
0.0315,-0.42846591
0.032,-0.34444453
0.0325,-0.28705698
0.033,-0.14214028
0.0335,0.03600545
0.034,0.2381851
0.0345,0.19842737
0.035,0.1681231
0.0355,0.17345801
0.036,0.02877261
0.0365,-0.01576833
0.037,0.02247791
0.0375,0.01891855
0.038,0.13570044
0.0385,0.14818751
0.039,0.19044754
0.0395,0.21182626
0.04,0.28648325
0.0405,0.39934115
0.041,0.52132114
0.0415,0.63169354
0.042,0.60672857
0.0425,0.54074581
0.043,0.32782603
0.0435,0.17189087
0.044,0.09943955
0.0445,-0.09177889
0.045,-0.1219148
0.0455,-0.0492141
0.046,-0.03966314
0.0465,-0.12593653
0.047,-0.13338026
0.0475,-0.0946
0.048,-0.15594259
0.0485,-0.0141802
0.049,-0.02636409
0.0495,0.06401437
