time,voltage
0.0,0.23095206
0.0005,0.07428827
0.001,0.09546692
0.0015,0.12419066
0.002,0.10959777
0.0025,0.11597996
0.003,0.11092699
0.0035,0.06264934
0.004,0.05311377
0.0045,0.12781338
0.005,0.2442266
0.0055,0.21758718
0.006,0.19199168
0.0065,0.00111286
0.007,-0.08945099
0.0075,-0.32083857
0.008,-0.40393136
0.0085,-0.45477732
0.009,-0.47636979
0.0095,-0.49175159
0.01,-0.49099561
0.0105,-0.47762059
0.011,-0.49728413
0.0115,-0.44356129
0.012,-0.27991122
0.0125,-0.13013931
0.013,0.07068609
0.0135,0.0341572
0.014,0.04980298
0.0145,-0.04613775
0.015,-0.16286919
0.0155,-0.10492617
0.016,-0.13982844
0.0165,-0.12086588
0.017,-0.05474653
0.0175,-0.04039877
0.018,-0.03373475
0.0185,0.08200598
0.019,0.0073628
0.0195,0.32677689
0.02,0.43651575
0.0205,0.52989874
0.021,0.62695445
0.0215,0.57865116
0.022,0.40845715
0.0225,0.3651551
0.023,0.3511892
0.0235,0.33169794
0.024,0.29084364
0.0245,0.2510827
0.025,0.05606426
0.0255,-0.02018985
0.026,-0.11693222
0.0265,-0.08156286
0.027,0.03126576
0.0275,0.09198196
0.028,0.13999645
0.0285,0.19139319
0.029,0.12164567
0.0295,-0.00472086
0.03,-0.06993826
0.0305,-0.21394804
0.031,-0.20296647
0.0315,-0.18863391
0.032,-0.29925185
0.0325,-0.49906215
0.033,-0.65512737
0.0335,-0.65596259
0.034,-0.58075674
0.0345,-0.51143022
0.035,-0.22528432
0.0355,-0.15425993
0.036,-0.11767738
0.0365,-0.08477846
0.037,-0.02593527
0.0375,-0.03242757
0.038,0.03699583
0.0385,0.13330695
0.039,0.03819411
0.0395,0.06674359
0.04,-0.01965358
0.0405,-0.13544932
0.041,-0.13775915
0.0415,-0.08899436
0.042,0.09383346
0.0425,0.2541923
0.043,0.33482972
0.0435,0.42923736
0.044,0.45794507
0.0445,0.46976187
0.045,0.47967308
0.0455,0.51776896
0.046,0.53492308
0.0465,0.4680955
0.047,0.42352252
0.0475,0.14652865
0.048,0.02538162
0.0485,-0.0589729
0.049,-0.09347826
0.0495,-0.04160079
0.05,0.04237207
0.0505,0.05521279
0.051,0.03455481
0.0515,-0.11428086
0.052,-0.17001506
0.0525,-0.04776279
0.053,0.04005395
0.0535,-0.01758048
0.054,-0.12990814
0.0545,-0.15957042
0.055,-0.30581105
0.0555,-0.42353576
0.056,-0.55333914
0.0565,-0.62160707
0.057,-0.53135137
0.0575,-0.43668793
0.058,-0.3961404
0.0585,-0.31490398
0.059,-0.30796302
0.0595,-0.19178807
0.06,-0.11854198
0.0605,0.09488952
0.061,0.21256717
0.0615,0.2164079
0.062,0.27558463
0.0625,0.14348996
0.063,0.0068969
0.0635,-0.03210832
0.064,0.00775782
0.0645,0.09196381
0.065,0.09759802
0.0655,0.20394967
0.066,0.21377769
0.0665,0.16865029
0.067,0.25697401
0.0675,0.39481603
0.068,0.50439507
0.0685,0.5719882
0.069,0.62650656
0.0695,0.56142716
0.07,0.41119901
0.0705,0.17710505
0.071,0.07297267
0.0715,0.05202215
0.072,0.02616062
0.0725,-0.04768512
0.073,-0.1009644
0.0735,-0.17207186
0.074,-0.31144838
0.0745,-0.30146313
0.075,-0.21196831
0.0755,-0.1124185
0.076,0.08699783
0.0765,0.02367323
0.077,-0.07927562
0.0775,-0.1983899
0.078,-0.2945789
0.0785,-0.38283542
0.079,-0.37335279
0.0795,-0.43950322
0.08,-0.34509946
0.0805,-0.42740196
0.081,-0.49274915
0.0815,-0.5677403
0.082,-0.46847341
0.0825,-0.3038724
0.083,-0.06103268
0.0835,0.14202438
0.084,0.17535077
0.0845,0.18116233
0.085,0.10256143
0.0855,0.11488351
0.086,0.17133741
0.0865,0.21730636
0.087,0.2442925
0.0875,0.21401057
0.088,0.17244432
0.0885,0.07988366
0.089,0.08544358
0.0895,0.10870607
0.09,0.21389493
0.0905,0.34283126
0.091,0.51256995
0.0915,0.57002972
0.092,0.52686063
0.0925,0.4028729
0.093,0.30045332
0.0935,0.27355905
0.094,0.35394356
0.0945,0.27674482
0.095,0.15586094
0.0955,-0.02686149
0.096,-0.24087906
0.0965,-0.370034
0.097,-0.38432307
0.0975,-0.2832658
0.098,-0.23147104
0.0985,-0.20864084
0.099,-0.14781536
0.0995,-0.19961891
0.1,-0.14700943
0.1005,-0.15556553
0.101,-0.13696286
0.1015,-0.20611834
0.102,-0.1762606
0.1025,-0.27267529
0.103,-0.36931087
0.1035,-0.56589438
0.104,-0.56412098
0.1045,-0.52086931
0.105,-0.44847455
0.1055,-0.21286574
0.106,-0.12107265
0.1065,-0.09123593
0.107,0.04798924
0.1075,0.10233652
0.108,0.16478077
0.1085,0.27542027
0.109,0.38086079
0.1095,0.41203684
0.11,0.34477948
0.1105,0.25446217
0.111,0.15254368
0.1115,0.08139701
0.112,0.05532843
0.1125,0.14886133
0.113,0.22042482
0.1135,0.23855136
0.114,0.35894578
0.1145,0.31990573
0.115,0.29690846
0.1155,0.37337945
0.116,0.45531728
0.1165,0.53700809
0.117,0.49239973
0.1175,0.34883048
0.118,0.22258898
0.1185,-0.051681
0.119,-0.19791963
0.1195,-0.22862218
0.12,-0.30041343
0.1205,-0.22520945
0.121,-0.29849624
0.1215,-0.37254922
0.122,-0.37012086
0.1225,-0.4118161
0.123,-0.27463801
0.1235,-0.12025423
0.124,-0.08323285
0.1245,-0.03249955
0.125,-0.12655618
0.1255,-0.23871866
0.126,-0.37359092
0.1265,-0.44052344
0.127,-0.42142611
0.1275,-0.39955189
0.128,-0.36138047
0.1285,-0.31700345
0.129,-0.31888119
0.1295,-0.30281944
0.13,-0.19788811
0.1305,-0.00169617
0.131,0.11276582
0.1315,0.31783424
0.132,0.40958417
0.1325,0.39712565
0.133,0.37238961
0.1335,0.32446228
0.134,0.31603763
0.1345,0.30979307
0.135,0.27041164
0.1355,0.234738
0.136,0.1456527
0.1365,0.14090456
0.137,0.06598239
0.1375,0.12182422
0.138,0.24733457
0.1385,0.26460372
0.139,0.44353217
0.1395,0.49704742
0.14,0.39799074
0.1405,0.25975619
0.141,0.06162155
0.1415,0.03691679
0.142,0.01827779
0.1425,-0.0552149
0.143,-0.12831755
0.1435,-0.26681052
0.144,-0.4232609
0.1445,-0.44025544
0.145,-0.53688684
0.1455,-0.36123374
0.146,-0.31082143
0.1465,-0.2097569
0.147,-0.12259457
0.1475,-0.14746178
0.148,-0.25427431
0.1485,-0.24390764
0.149,-0.27969353
0.1495,-0.21579435
0.15,-0.16736758
0.1505,-0.25766081
0.151,-0.36648368
0.1515,-0.41831942
0.152,-0.46904402
0.1525,-0.32533317
0.153,-0.24780886
0.1535,-0.01070337
0.154,0.20805165
0.1545,0.26453797
0.155,0.30909015
0.1555,0.32692281
0.156,0.33396873
0.1565,0.47609973
0.157,0.46310908
0.1575,0.48010881
0.158,0.39028076
0.1585,0.29305572
0.159,0.19113428
0.1595,0.04573964
0.16,0.06724103
0.1605,0.11046074
0.161,0.27420493
0.1615,0.30972907
0.162,0.29730323
0.1625,0.32479997
0.163,0.24113656
0.1635,0.16344318
0.164,0.20629677
0.1645,0.25685534
